al,co,cr,cu,fe,ni
47,10,19,9,5,10
44,21,10,8,10,7
41,12,22,11,8,6
41,11,26,8,5,9
44,8,23,5,8,12
47,8,22,8,6,9
39,12,28,5,6,10
42,22,14,7,5,10
42,13,16,5,19,5
43,10,16,6,16,9
43,13,14,5,18,7
41,12,30,0,6,11
40,11,20,9,14,6
46,8,17,5,15,9
40,20,18,10,5,7
39,20,18,7,6,10
45,8,18,7,16,6
44,9,18,5,12,12
41,13,22,0,17,7
38,16,24,9,6,7
35,21,28,5,5,6
41,10,22,10,12,5
45,15,14,8,6,12
36,22,21,6,10,5
40,22,15,5,8,10
44,18,12,5,9,12
47,10,13,8,14,8
46,12,14,10,8,10
43,10,26,9,5,7
42,15,12,10,15,6
44,8,25,9,9,5
45,11,13,9,12,10
41,11,17,9,14,8
39,21,15,5,14,6
46,19,9,7,13,6
47,18,9,7,12,7
42,9,20,8,11,10
37,21,21,6,6,9
41,10,22,5,17,5
44,8,21,10,10,7
39,22,15,8,11,5
43,15,12,11,12,7
44,19,10,9,11,7
35,20,29,5,6,5
40,16,18,11,9,6
43,10,16,9,12,10
40,12,30,0,8,10
41,13,16,6,18,6
42,12,21,0,16,9
42,12,14,10,15,7
40,9,27,6,11,7
45,12,17,12,7,7
47,8,25,8,7,5
43,19,14,0,14,10
42,16,20,12,5,5
47,12,14,12,10,5
41,11,22,10,8,8
47,8,16,8,12,9
40,18,20,0,10,12
45,7,21,5,11,11
38,15,27,8,5,7
41,16,13,10,15,5
40,15,15,8,14,8
43,12,19,10,6,10
39,20,16,9,10,6
40,21,17,9,5,8
39,16,23,0,17,5
40,12,18,9,15,6
44,16,15,8,5,12
42,13,18,9,7,11
44,17,13,7,7,12
44,9,21,9,7,10
43,12,20,0,18,7
36,18,26,5,6,9
36,17,30,5,6,6
45,9,24,10,7,5
41,9,26,6,8,10
41,16,14,5,17,7
35,25,26,0,8,6
45,16,10,8,12,9
40,11,24,6,8,11
43,9,19,5,17,7
36,18,24,7,9,6
46,20,9,7,13,5
41,19,12,7,14,7
42,9,20,9,11,9
45,11,15,12,11,6
41,9,22,7,15,6
41,18,13,9,11,8
47,16,11,7,8,11
45,11,15,12,12,5
35,22,26,6,6,5
36,18,28,6,5,7
46,11,17,8,6,12
43,10,22,9,6,10
45,9,19,11,9,7
36,22,23,7,6,6
44,8,28,7,8,5
46,8,17,9,14,6
43,11,21,0,17,8
47,10,15,11,10,7
39,18,17,10,11,5
44,12,14,10,10,10
44,12,18,7,6,13
38,14,26,6,6,10
47,8,19,10,10,6
43,8,28,7,8,6
39,15,25,0,10,11
43,20,15,0,9,13
40,19,15,10,10,6
42,10,17,10,14,7
41,11,18,8,17,5
45,8,25,8,6,8
40,19,14,5,15,7
44,11,13,10,14,8
44,10,15,7,13,11
38,14,24,6,8,10
44,7,28,5,10,6
40,13,25,0,11,11
44,18,10,6,14,8
44,9,22,10,7,8
43,13,12,9,16,7
47,15,10,6,13,9
40,12,25,9,6,8
45,18,10,8,10,9
46,11,19,12,7,5
43,11,19,9,7,11
39,21,15,5,15,5
41,13,27,0,6,13
47,17,11,11,8,6
46,12,12,6,16,8
40,15,15,7,16,7
37,20,19,6,13,5
42,21,11,7,12,7
43,16,12,11,11,7
37,16,31,0,11,5
41,14,18,7,8,12
47,9,15,5,14,10
44,19,12,7,7,11
43,8,24,6,8,11
39,15,19,10,11,6
43,8,21,6,11,11
41,12,33,0,8,6
42,10,26,6,5,11
41,14,15,11,14,5
45,12,12,7,14,10
42,13,24,11,5,5
44,14,12,6,13,11
40,17,17,7,8,11
45,9,21,11,9,5
41,14,14,10,14,7
46,17,12,9,6,10
45,7,23,8,12,5
35,24,27,0,7,7
43,8,29,5,7,8
39,21,16,6,9,9
45,9,16,5,15,10
36,16,29,5,7,7
37,25,21,0,10,7
41,10,20,9,15,5
39,23,20,0,6,12
45,7,19,7,13,9
43,10,17,5,14,11
45,21,12,6,5,11
46,9,15,10,12,8
46,14,11,5,15,9
39,15,25,10,6,5
44,21,11,6,8,10
44,17,12,5,10,12
43,10,21,10,7,9
46,8,16,8,13,9
43,9,17,8,16,7
41,12,33,0,9,5
47,10,14,5,13,11
42,8,23,5,12,10
46,8,16,8,14,8
41,10,19,7,14,9
47,10,18,10,6,9
44,11,14,8,12,11
41,13,22,7,5,12
44,8,20,7,16,5
41,13,15,7,17,7
42,8,28,6,11,5
38,14,28,6,5,9
39,14,18,8,14,7
45,8,22,10,10,5
42,9,29,7,8,5
40,12,23,10,8,7
41,16,13,9,13,8
39,13,25,8,6,9
39,20,16,6,10,9
42,22,14,0,15,7
46,20,9,6,13,6
41,10,21,8,10,10
36,29,23,0,7,5
42,20,14,9,6,9
39,22,17,9,7,6
38,16,23,7,6,10
46,20,9,6,12,7
46,7,20,5,15,7
38,24,21,0,6,11
40,13,18,7,12,10
38,18,27,0,5,12
36,21,32,0,6,5
42,20,13,10,8,7
42,10,17,9,16,6
41,13,17,5,13,11
46,11,16,8,7,12
43,8,20,8,15,6
41,15,14,7,18,5
37,20,20,5,10,8
38,18,19,5,11,9
39,22,15,5,12,7
43,8,19,7,14,9
43,14,23,0,5,15
46,19,10,10,9,6
43,13,19,5,6,14
41,12,23,10,6,8
37,18,25,8,5,7
38,21,17,8,11,5
36,18,27,7,6,6
46,7,27,5,7,8
47,15,12,10,7,9
41,13,16,11,13,6
39,20,21,0,8,12
44,7,22,7,14,6
45,9,17,11,11,7
46,10,17,6,8,13
44,9,20,7,8,12
40,9,26,6,12,7
39,12,23,9,10,7
40,11,21,5,14,9
44,11,13,9,16,7
46,17,10,5,12,10
44,9,24,10,7,6
45,13,11,8,14,9
40,12,24,5,7,12
43,14,13,8,11,11
40,17,20,0,18,5
44,9,17,6,17,7
42,11,22,7,6,12
39,15,22,8,6,10
41,13,23,0,18,5
47,13,11,7,12,10
44,15,11,6,15,9
46,9,22,6,5,12
43,16,13,5,11,12
46,18,11,11,8,6
38,17,18,7,15,5
43,15,13,12,12,5
41,21,12,6,15,5
36,17,28,6,6,7
45,8,17,8,12,10
46,19,9,7,12,7
39,12,28,8,7,6
44,18,10,6,15,7
39,12,24,9,9,7
38,12,27,7,9,7
45,15,10,8,14,8
40,10,24,6,10,10
42,10,19,9,10,10
40,10,24,5,11,10
36,18,23,6,12,5
47,20,12,11,5,5
44,16,15,10,5,10
44,12,15,8,9,12
38,18,19,9,10,6
44,15,11,7,17,6
39,18,24,0,6,13
43,14,19,0,10,14
41,21,13,8,9,8
47,13,14,6,7,13
44,11,13,10,15,7
41,20,16,0,14,9
47,8,27,5,5,8
45,17,12,8,7,11
42,8,27,7,11,5
42,18,12,5,14,9
44,15,11,8,17,5
43,8,19,8,13,9
41,13,18,6,10,12
41,15,13,9,15,7
41,16,16,6,9,12
43,12,14,7,18,6
37,14,25,7,12,5
37,18,21,6,10,8
42,22,11,6,14,5
44,11,15,10,10,10
41,21,12,7,12,7
45,10,14,10,15,6
46,8,19,10,12,5
47,8,17,8,10,10
40,13,25,10,6,6
38,15,20,6,15,6
40,21,17,0,15,7
43,16,11,7,14,9
47,10,15,5,17,6
38,13,24,6,10,9
45,9,29,6,5,6
37,15,24,5,11,8
41,12,22,8,6,11
47,10,13,8,13,9
39,15,24,10,6,6
41,18,17,8,5,11
41,10,19,8,13,9
43,15,11,8,15,8
42,11,15,9,16,7
40,16,21,5,5,13
43,14,16,12,8,7
44,15,12,8,10,11
44,9,17,10,11,9
42,12,20,6,7,13
46,22,9,6,11,6
41,13,15,9,17,5
39,13,21,5,17,5
44,11,14,9,17,5
39,12,23,6,10,10
42,8,26,5,14,5
45,9,15,8,13,10
39,13,31,6,6,5
43,20,12,10,8,7
41,9,23,5,12,10
40,18,19,0,13,10
40,17,20,11,6,6
40,21,15,9,8,7
45,13,11,10,14,7
43,9,20,6,10,12
45,7,27,6,10,5
37,15,25,8,9,6
42,18,16,12,7,5
44,12,13,7,13,11
38,16,19,7,13,7
47,13,13,12,10,5
43,14,18,0,12,13
44,11,14,6,17,8
42,12,15,11,13,7
41,16,14,5,15,9
43,11,17,9,9,11
41,9,27,8,9,6
47,15,10,7,15,6
36,16,26,5,10,7
40,12,22,7,8,11
43,8,28,7,9,5
40,24,16,0,14,6
40,14,17,7,12,10
36,20,29,0,6,9
38,15,24,5,7,11
44,12,18,5,7,14
40,13,21,5,9,12
39,11,25,5,15,5
45,8,20,6,9,12
45,17,12,10,7,9
47,9,15,6,12,11
40,24,16,0,13,7
42,14,15,5,19,5
41,25,17,0,5,12
39,11,26,8,9,7
42,12,21,6,6,13
47,10,19,7,5,12
44,8,22,10,10,6
38,12,28,7,10,5
41,11,22,6,8,12
36,17,24,6,12,5
40,11,20,7,13,9
42,10,18,8,17,5
37,20,21,6,7,9
37,16,27,6,5,9
38,19,18,5,12,8
45,11,19,9,5,11
41,18,13,5,15,8
45,22,10,5,9,9
41,12,17,7,18,5
45,10,14,9,16,6
37,20,22,8,6,7
46,22,9,6,12,5
44,15,16,7,5,13
42,13,14,11,13,7
39,15,31,0,5,10
47,18,9,7,13,6
43,12,15,6,12,12
39,13,31,5,5,7
44,12,14,7,11,12
38,21,17,5,12,7
42,13,22,11,5,7
42,10,20,5,11,12
40,18,16,5,10,11
47,8,23,9,7,6
43,16,16,8,5,12
44,8,25,9,8,6
47,9,15,10,12,7
41,19,13,10,11,6
41,13,16,11,14,5
42,9,29,5,6,9
44,7,21,6,12,10
44,13,16,7,7,13
41,15,14,6,15,9
38,13,23,6,15,5
46,15,10,8,12,9
40,13,23,6,6,12
40,13,17,7,17,6
40,9,27,5,12,7
39,14,26,0,16,5
46,11,13,10,15,5
43,8,21,6,16,6
46,7,19,5,14,9
44,9,19,11,12,5
47,15,10,9,11,8
39,19,17,10,10,5
44,13,21,12,5,5
38,21,23,0,6,12
47,7,21,6,14,5
36,18,30,5,5,6
45,9,16,10,11,9
42,18,18,0,8,14
41,22,13,6,9,9
40,13,31,0,6,10
46,11,15,10,8,10
40,12,19,10,13,6
45,8,19,5,11,12
46,7,19,8,11,9
44,11,14,11,12,8
41,16,16,8,8,11
40,13,17,8,17,5
42,16,17,12,7,6
44,8,28,6,6,8
39,17,18,7,9,10
41,19,16,6,6,12
43,12,14,11,12,8
41,14,15,11,13,6
43,9,26,0,15,7
45,14,13,10,8,10
46,10,16,5,10,13
44,8,19,7,11,11
37,14,26,6,9,8
35,19,26,5,9,6
40,21,13,7,14,5
46,9,20,8,6,11
41,13,15,7,15,9
46,11,13,11,12,7
44,11,13,8,16,8
45,7,28,5,8,7
41,11,23,6,7,12
43,11,20,11,7,8
44,17,10,9,15,5
40,10,23,7,15,5
39,17,22,0,12,10
42,13,20,11,6,8
44,16,11,5,15,9
46,11,13,11,13,6
42,9,21,10,11,7
43,16,13,6,10,12
42,9,19,7,16,7
45,10,14,9,12,10
47,19,11,10,6,7
45,12,18,7,5,13
41,17,16,9,7,10
44,8,18,6,15,9
44,8,26,7,6,9
42,15,18,9,5,11
42,11,18,6,11,12
42,9,28,5,6,10
42,17,15,7,7,12
41,19,12,8,13,7
42,15,12,10,14,7
47,15,11,7,9,11
43,8,29,6,8,6
45,14,17,12,5,7
40,12,27,9,6,6
39,16,21,5,7,12
47,7,22,8,11,5
45,8,19,10,10,8
37,15,24,8,11,5
44,14,16,5,7,14
45,10,18,9,7,11
40,13,24,0,15,8
41,14,15,6,18,6
40,12,18,7,15,8
40,15,16,6,18,5
45,13,14,11,8,9
43,15,20,0,7,15
44,9,19,7,9,12
42,10,18,10,15,5
45,14,13,9,8,11
42,15,17,9,6,11
42,14,15,12,12,5
41,13,18,5,11,12
42,10,20,8,9,11
41,22,12,8,12,5
45,8,18,5,16,8
40,19,14,5,16,6
45,15,14,12,7,7
38,20,17,8,12,5
37,21,21,7,6,8
42,12,15,6,17,8
42,13,19,9,6,11
40,18,14,6,14,8
44,16,12,8,9,11
40,16,15,9,12,8
39,25,19,0,6,11
39,17,20,10,7,7
39,17,21,10,6,7
42,15,15,7,9,12
42,23,14,0,16,5
42,14,19,9,5,11
37,15,29,7,7,5
37,15,23,7,13,5
37,15,23,6,13,6
40,12,18,7,16,7
43,13,19,0,12,13
37,16,25,5,7,10
37,16,29,0,11,7
41,17,16,11,8,7
46,17,10,10,10,7
44,12,13,11,15,5
45,15,16,12,5,7
39,11,24,6,11,9
40,18,14,8,12,8
44,12,13,11,12,8
46,15,14,9,5,11
40,15,15,8,17,5
40,14,23,0,17,6
45,12,13,5,17,8
38,14,21,7,15,5
38,20,19,7,7,9
44,10,15,11,13,7
46,14,14,8,6,12
40,18,18,6,6,12
39,11,23,7,14,6
45,18,13,5,6,13
40,17,18,11,8,6
39,13,23,10,10,5
43,19,16,12,5,5
39,16,20,10,8,7
47,11,13,5,13,11
40,14,24,10,5,7
39,27,17,0,12,5
44,15,11,6,16,8
43,13,12,10,15,7
35,22,24,5,8,6
41,11,21,5,10,12
35,22,26,5,5,7
42,9,22,7,9,11
43,10,16,6,15,10
35,23,27,0,9,6
46,10,14,10,11,9
46,18,13,5,5,13
40,12,26,6,5,11
40,15,22,10,5,8
45,14,11,11,13,6
45,10,15,11,11,8
46,8,20,6,8,12
47,8,24,6,5,10
45,9,21,8,6,11
44,7,25,7,12,5
42,14,15,6,11,12
39,11,27,8,10,5
44,8,19,10,12,7
39,17,20,8,6,10
41,14,16,9,10,10
37,14,25,5,13,6
43,11,31,0,5,10
41,14,15,6,14,10
41,16,17,7,7,12
44,8,18,8,12,10
45,17,10,6,16,6
38,17,24,9,5,7
42,17,21,0,5,15
40,21,16,8,6,9
39,21,17,6,7,10
41,13,19,7,8,12
41,10,21,9,10,9
39,16,23,0,12,10
42,8,26,8,10,6
41,12,26,10,6,5
46,7,19,7,11,10
46,8,16,7,14,9
40,13,22,6,7,12
44,15,11,11,13,6
46,13,14,8,7,12
42,18,11,9,14,6
38,16,20,9,11,6
35,21,27,6,6,5
40,11,21,6,12,10
47,12,12,5,14,10
44,12,15,12,10,7
47,13,17,12,5,6
44,10,16,6,12,12
39,20,16,5,11,9
38,14,23,9,10,6
41,10,19,7,16,7
43,10,18,7,10,12
42,13,14,8,18,5
46,9,15,9,15,6
43,19,14,11,6,7
44,9,17,8,11,11
40,9,28,5,11,7
42,14,14,6,13,11
40,14,20,11,9,6
46,10,24,10,5,5
38,12,28,7,9,6
38,17,18,7,14,6
42,13,14,11,15,5
38,22,19,9,7,5
43,11,19,12,10,5
47,13,11,6,15,8
40,15,22,0,12,11
41,9,23,7,15,5
38,16,19,6,15,6
43,10,21,11,8,7
38,18,26,0,6,12
35,20,25,5,9,6
43,21,12,8,7,9
40,13,24,0,14,9
43,22,12,6,7,10
47,9,27,7,5,5
41,18,20,0,7,14
42,13,14,6,16,9
42,13,18,12,9,6
38,17,22,8,6,9
39,13,20,9,12,7
45,8,17,6,15,9
38,19,22,0,15,6
41,10,22,9,9,9
37,18,22,8,8,7
45,7,26,7,10,5
46,14,11,11,13,5
45,19,10,5,16,5
41,9,21,7,14,8
47,16,12,9,6,10
42,21,11,6,13,7
47,8,28,5,6,6
47,8,18,5,16,6
43,14,17,12,7,7
41,11,25,0,14,9
42,13,16,12,12,5
46,7,19,5,13,10
39,15,17,8,16,5
36,26,23,0,8,7
39,24,20,0,5,12
38,13,23,6,12,8
41,15,13,9,16,6
45,15,10,8,15,7
39,28,17,0,11,5
37,15,26,6,7,9
37,18,20,7,13,5
44,21,10,7,10,8
38,14,21,7,13,7
44,12,17,7,7,13
35,22,28,0,9,6
45,19,14,12,5,5
46,9,15,7,16,7
39,20,15,7,12,7
43,9,28,0,9,11
39,14,18,7,15,7
43,7,27,6,10,7
47,8,20,8,7,10
39,12,30,6,6,7
44,10,22,7,5,12
43,12,20,9,5,11
43,13,13,6,17,8
39,31,18,0,7,5
47,15,10,8,11,9
45,8,21,6,8,12
41,13,22,0,13,11
44,9,21,11,10,5
36,21,22,6,8,7
39,16,17,9,12,7
47,20,9,8,10,6
38,16,24,7,5,10
45,7,24,8,11,5
36,27,23,0,7,7
42,11,16,9,17,5
41,15,20,6,5,13
38,15,26,5,5,11
36,16,27,6,8,7
47,10,14,9,15,5
42,13,16,7,10,12
39,20,15,6,13,7
36,19,30,0,7,8
41,19,12,9,14,5
37,18,21,8,10,6
45,14,16,11,5,9
41,10,21,6,17,5
41,15,16,10,9,9
45,7,19,7,14,8
43,20,14,6,5,12
43,13,17,12,8,7
45,13,13,10,9,10
40,10,23,5,15,7
44,13,14,12,10,7
46,21,9,6,13,5
39,15,17,8,14,7
44,11,15,9,10,11
46,20,9,8,12,5
43,13,14,12,13,5
40,10,22,8,14,6
40,21,17,0,14,8
43,9,23,6,7,12
42,14,17,6,8,13
42,9,27,6,6,10
40,22,13,7,13,5
47,9,18,8,7,11
41,14,17,6,10,12
46,12,12,10,15,5
46,9,18,11,9,7
43,15,11,9,16,6
45,7,22,7,14,5
43,16,15,9,6,11
41,17,13,8,12,9
45,10,19,11,7,8
37,15,23,6,14,5
42,12,17,7,10,12
38,19,22,0,14,7
37,19,22,5,7,10
41,9,24,9,11,6
37,30,21,0,7,5
45,11,14,6,12,12
38,19,19,7,8,9
43,18,11,10,11,7
40,9,26,6,11,8
40,10,26,6,8,10
44,16,10,9,14,7
38,12,26,5,14,5
42,30,14,0,9,5
42,21,12,9,9,7
43,11,16,6,12,12
42,12,15,9,12,10
41,18,13,8,11,9
43,8,21,5,16,7
35,25,29,0,5,6
45,8,17,6,14,10
42,11,16,10,16,5
43,15,11,8,16,7
42,20,11,8,12,7
44,18,13,10,6,9
38,20,22,0,10,10
46,8,19,6,9,12
44,12,14,12,13,5
43,12,13,10,16,6
42,13,14,7,18,6
45,14,11,6,16,8
42,21,14,10,6,7
37,18,27,0,8,10
43,15,17,5,6,14
40,16,18,5,9,12
45,7,19,8,13,8
45,9,16,8,11,11
44,11,19,10,6,10
46,13,12,5,17,7
46,9,16,10,10,9
43,18,11,6,17,5
44,9,19,11,10,7
42,8,24,7,14,5
43,8,19,7,15,8
42,11,16,6,16,9
42,10,20,6,10,12
39,11,27,8,9,6
46,6,24,5,11,8
42,14,18,8,6,12
45,11,20,12,7,5
47,15,10,9,14,5
38,21,21,0,11,9
46,13,11,10,12,8
45,17,11,7,9,11
44,15,11,8,12,10
42,9,23,10,10,6
38,17,23,6,5,11
44,8,19,5,16,8
38,15,21,9,11,6
36,22,22,5,7,8
42,13,13,10,15,7
40,10,22,6,14,8
45,9,15,7,14,10
38,18,23,0,16,5
41,18,17,0,16,8
36,22,21,5,10,6
46,9,17,11,10,7
44,16,14,9,6,11
42,11,17,8,11,11
41,14,14,9,17,5
39,20,20,10,5,6
46,11,13,9,16,5
45,14,12,6,18,5
38,19,18,7,10,8
38,25,21,0,5,11
44,12,14,9,10,11
45,18,13,10,5,9
43,13,13,6,15,10
46,17,10,7,10,10
46,10,13,9,14,8
45,10,15,11,14,5
40,12,28,8,5,7
37,18,20,6,14,5
38,14,27,8,6,7
41,9,23,9,11,7
47,9,21,10,6,7
42,11,30,7,5,5
41,11,20,5,18,5
38,14,22,5,16,5
40,19,16,6,8,11
46,10,15,7,10,12
45,11,19,8,5,12
45,7,21,6,15,6
40,15,18,11,10,6
36,18,30,0,11,5
40,18,14,9,12,7
42,20,15,6,5,12
45,8,24,8,6,9
46,22,9,7,11,5
40,14,20,6,8,12
45,19,10,10,10,6
38,15,21,6,11,9
39,15,21,10,8,7
41,15,23,0,7,14
46,7,21,7,14,5
38,14,25,9,8,6
43,11,16,5,18,7
42,8,24,5,15,6
44,9,26,9,6,6
42,12,15,7,18,6
45,11,23,11,5,5
41,14,14,8,14,9
45,12,17,11,6,9
42,8,23,6,15,6
40,18,15,6,11,10
43,18,13,6,8,12
37,14,29,5,7,8
42,13,15,11,11,8
41,11,18,6,17,7
35,21,27,5,5,7
47,8,18,5,10,12
47,7,26,6,9,5
41,10,22,10,10,7
47,12,12,6,12,11
39,12,23,5,11,10
47,8,16,6,14,9
37,13,28,5,11,6
47,13,12,10,9,9
42,11,30,0,6,11
44,11,16,8,9,12
44,12,14,5,18,7
42,14,14,5,15,10
43,12,14,8,18,5
44,10,22,9,5,10
43,11,21,0,13,12
43,11,23,11,6,6
42,13,17,12,10,6
41,12,16,7,17,7
41,20,17,0,10,12
41,16,14,10,11,8
44,15,14,12,8,7
40,11,20,6,15,8
43,10,23,0,12,12
47,8,20,10,9,6
40,11,23,6,9,11
41,11,28,8,5,7
43,11,15,8,12,11
39,15,22,5,7,12
43,9,30,6,7,5
36,18,30,0,10,6
42,22,11,8,12,5
41,12,18,9,10,10
45,12,16,7,7,13
46,17,12,12,8,5
40,10,22,8,12,8
38,13,24,5,11,9
43,7,23,7,13,7
39,16,25,10,5,5
39,13,32,0,10,6
44,21,13,5,5,12
43,10,22,7,6,12
45,16,10,10,14,5
43,17,14,11,7,8
44,9,18,11,11,7
41,13,15,10,16,5
38,19,18,8,10,7
39,15,21,8,7,10
41,9,27,8,10,5
45,20,10,10,10,5
38,13,31,5,7,6
44,13,12,9,17,5
40,15,19,6,8,12
44,8,18,6,14,10
41,17,18,10,5,9
45,11,13,11,13,7
36,17,25,7,9,6
42,18,16,0,18,6
46,7,22,7,8,10
46,9,17,7,9,12
35,18,27,5,10,5
44,16,11,5,16,8
42,18,18,12,5,5
40,15,17,11,12,5
42,9,22,10,10,7
47,13,12,6,17,5
42,8,23,5,15,7
46,11,12,9,14,8
40,17,18,6,7,12
39,14,27,0,9,11
41,13,17,10,10,9
41,14,21,10,5,9
37,16,31,0,9,7
41,18,17,0,15,9
43,17,13,12,10,5
47,13,11,9,11,9
41,11,18,8,12,10
45,15,15,5,6,14
35,21,24,5,10,5
42,14,13,11,14,6
41,9,21,8,13,8
42,13,15,5,18,7
38,25,19,0,11,7
42,14,19,0,18,7
45,14,14,11,7,9
44,12,13,6,17,8
42,13,23,0,8,14
43,8,29,6,9,5
41,17,17,7,6,12
42,13,17,9,8,11
37,16,25,8,7,7
43,13,20,12,6,6
44,10,17,9,9,11
45,10,17,6,9,13
45,16,10,10,12,7
45,10,16,9,9,11
45,14,15,7,6,13
41,22,14,10,8,5
42,12,22,11,6,7
44,7,24,7,13,5
39,16,24,10,5,6
45,7,21,9,11,7
44,12,12,10,15,7
47,9,28,6,5,5
39,11,24,6,15,5
42,14,20,11,5,8
44,13,12,9,12,10
40,14,16,10,14,6
41,14,17,5,11,12
36,19,23,7,9,6
42,15,20,0,9,14
45,16,14,9,5,11
37,15,26,7,7,8
46,8,25,6,5,10
40,13,18,5,16,8
40,12,23,9,7,9
46,15,10,10,13,6
39,16,18,10,11,6
41,29,15,0,8,7
45,10,17,10,8,10
38,16,21,9,9,7
45,22,12,10,5,6
41,14,21,0,18,6
46,9,17,11,12,5
44,15,14,8,7,12
41,17,14,8,10,10
42,20,15,10,5,8
46,19,12,10,5,8
38,15,20,6,14,7
41,13,21,10,6,9
37,16,22,6,12,7
41,18,17,9,5,10
47,11,13,8,16,5
46,20,12,5,5,12
43,12,14,8,12,11
39,13,22,10,11,5
43,12,15,10,10,10
38,12,29,6,8,7
37,18,21,5,11,8
41,12,18,5,13,11
38,16,26,0,10,10
36,17,29,6,6,6
41,10,19,9,15,6
41,20,15,11,8,5
46,12,12,11,13,6
45,13,12,8,11,11
41,11,17,8,14,9
39,14,20,10,11,6
40,12,23,5,8,12
39,17,17,10,12,5
46,14,12,12,11,5
44,13,13,12,13,5
43,10,15,9,16,7
44,8,19,5,13,11
40,12,20,9,10,9
47,10,20,11,6,6
44,12,12,9,16,7
44,20,10,5,15,6
40,18,19,10,5,8
37,19,20,5,12,7
39,15,17,7,16,6
40,18,23,0,5,14
43,12,20,8,5,12
45,17,13,11,6,8
44,16,12,12,11,5
43,8,20,9,14,6
40,10,22,7,15,6
39,15,27,0,7,12
38,15,24,9,7,7
42,10,28,0,15,5
45,13,12,11,11,8
45,8,18,10,13,6
40,13,18,6,13,10
35,23,30,0,6,6
40,22,16,10,7,5
40,13,21,11,10,5
39,11,23,6,14,7
45,7,20,6,15,7
46,14,11,5,14,10
46,7,21,6,9,11
43,13,18,7,6,13
36,15,28,5,11,5
45,22,11,10,7,5
45,8,18,10,11,8
47,7,25,7,8,6
42,14,19,8,5,12
42,9,20,5,14,10
38,30,20,0,5,7
42,13,13,8,16,8
41,11,18,10,15,5
43,15,15,8,7,12
35,25,28,0,5,7
40,14,21,11,8,6
40,18,14,6,17,5
42,9,19,7,13,10
43,11,29,0,5,12
37,22,21,8,6,6
39,15,22,7,6,11
47,15,13,11,6,8
47,8,18,10,11,6
37,14,25,5,12,7
41,10,19,8,16,6
42,11,31,0,6,10
44,13,14,11,9,9
44,7,27,5,12,5
41,13,15,9,13,9
47,11,13,9,10,10
46,10,13,8,14,9
40,11,21,7,11,10
41,9,30,5,8,7
42,10,20,11,11,6
39,27,17,0,11,6
40,14,18,11,12,5
46,7,24,8,8,7
40,15,15,7,15,8
37,14,28,7,8,6
47,8,16,7,12,10
45,10,15,5,17,8
44,15,17,12,5,7
42,15,18,0,18,7
47,9,18,11,10,5
40,22,14,9,10,5
39,17,16,6,16,6
46,9,20,11,8,6
43,13,17,11,7,9
46,20,9,8,11,6
38,18,20,9,8,7
40,14,18,6,11,11
41,17,16,8,7,11
42,15,13,11,12,7
43,10,32,0,10,5
45,10,16,6,18,5
39,14,29,0,7,11
39,16,20,8,7,10
44,7,22,7,10,10
44,16,10,8,15,7
38,18,22,6,5,11
46,16,10,7,16,5
36,21,23,6,6,8
41,11,29,0,8,11
39,11,23,7,12,8
42,21,13,7,7,10
39,13,25,6,6,11
46,7,24,8,10,5
43,16,12,6,12,11
38,20,17,6,12,7
40,15,23,11,6,5
45,8,25,9,8,5
43,16,19,0,7,15
40,11,22,5,17,5
42,9,22,10,12,5
45,13,13,9,9,11
46,10,18,11,7,8
38,19,17,7,13,6
42,12,16,11,11,8
42,9,20,10,12,7
39,15,22,10,7,7
44,21,10,5,15,5
42,20,14,5,7,12
47,17,11,10,7,8
42,19,12,6,11,10
39,15,17,7,15,7
41,11,17,9,16,6
44,10,23,11,7,5
42,9,27,7,6,9
47,7,20,7,9,10
45,7,24,5,8,11
43,16,16,10,5,10
45,13,17,11,5,9
42,20,11,6,14,7
42,12,24,11,6,5
43,12,24,11,5,5
47,17,12,11,6,7
45,13,12,5,15,10
43,22,13,7,5,10
41,22,13,9,9,6
40,12,19,10,14,5
36,15,28,5,10,6
40,21,15,6,8,10
41,10,24,10,10,5
43,12,15,7,11,12
40,19,18,0,15,8
47,11,14,7,9,12
46,10,15,11,10,8
44,13,20,12,5,6
47,16,10,5,12,10
40,17,20,5,5,13
43,8,23,5,16,5
44,17,14,6,6,13
42,8,21,7,14,8
42,12,15,8,18,5
40,21,13,7,13,6
41,18,14,9,9,9
37,19,20,8,11,5
39,13,21,6,11,10
46,8,17,7,11,11
44,18,12,11,8,7
40,13,27,0,8,12
46,8,26,8,7,5
42,13,14,6,17,8
37,20,19,7,12,5
39,20,19,10,6,6
39,14,25,10,7,5
46,9,16,6,11,12
36,18,28,7,6,5
46,11,18,9,5,11
46,12,12,9,11,10
42,15,18,8,5,12
42,20,12,10,10,6
45,9,16,5,16,9
45,14,12,12,12,5
45,10,16,5,18,6
39,21,18,10,7,5
43,10,25,10,6,6
42,21,13,9,7,8
47,9,16,6,10,12
47,14,13,12,8,6
43,15,11,10,14,7
41,12,20,11,9,7
47,10,15,6,17,5
43,12,13,8,17,7
44,8,27,7,6,8
47,9,18,9,7,10
45,13,12,5,16,9
41,12,19,10,9,9
39,18,16,5,16,6
39,22,17,7,6,9
44,18,10,7,16,5
41,20,12,9,13,5
36,20,22,7,10,5
41,12,22,9,6,10
43,11,15,11,12,8
40,10,24,9,11,6
45,16,10,7,16,6
43,15,18,0,10,14
41,21,14,10,8,6
